id,team,player,position,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400874386,Raptors,P. Patterson,PF,27,2-5,1-4,3-4,1,0,1,2,0,1,0,1,-22,8
400874386,Raptors,T. Ross,SF,19,2-9,1-4,2-2,0,1,1,0,1,0,0,0,-3,7
400874386,Raptors,B. Biyombo,C,13,1-1,0-0,3-8,3,6,9,0,0,1,3,1,-5,5
400874386,Raptors,D. Wright,PG,3,0-3,0-0,0-0,1,0,1,0,0,0,0,1,+2,0
400874386,Raptors,C. Joseph,PG,14,0-2,0-0,0-0,0,1,1,0,3,0,3,1,-17,0
400874386,Raptors,N. Powell,SG,14,3-5,2-3,2-2,1,2,3,0,2,0,0,1,+6,10
400874386,Raptors,TE,AM,,27-74,8-30,21-30,11,29,40,12,8,3,17,20,,83
400874386,Raptors,, ,,36.5%,26.7%,70.0%,,,,,,,,,,
400874386,Pacers,M. Turner,PF,27,2-13,0-0,0-0,3,4,7,1,1,2,1,1,+0,4
400874386,Pacers,P. George,SF,35,6-16,1-4,6-7,0,4,4,2,1,0,1,4,+11,19
400874386,Pacers,I. Mahinmi,C,33,9-14,0-0,4-5,5,5,10,5,2,1,2,4,+20,22
400874386,Pacers,G. Hill,PG,31,9-11,2-4,2-2,1,3,4,3,0,0,0,1,+12,22
400874386,Pacers,M. Ellis,SG,30,3-7,1-2,0-0,1,3,4,3,3,0,3,3,+7,7
400874386,Pacers,L. Allen,PF,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400874386,Pacers,S. Hill,SF,28,2-4,2-3,1-2,2,1,3,3,1,0,2,3,+15,7
400874386,Pacers,C.J. Miles,SF,15,2-3,0-0,0-1,1,2,3,1,0,1,0,3,+5,4
400874386,Pacers,J. Hill,C,3,0-1,0-0,0-0,2,2,4,2,0,0,0,0,+0,0
400874386,Pacers,T. Lawson,PG,14,2-4,0-0,0-0,0,1,1,3,2,0,0,1,+10,4
400874386,Pacers,J. Young,PG,3,0-2,0-1,0-0,0,0,0,0,0,0,1,1,+0,0
400874386,Pacers,R. Stuckey,PG,16,3-8,0-2,0-0,0,3,3,1,0,0,2,1,+5,6
400874386,Pacers,G. Robinson III,SG,3,2-2,0-0,1-1,0,0,0,0,0,1,0,0,+0,5
400874386,Pacers,TE,AM,,40-85,6-16,14-18,15,28,43,24,10,5,12,22,,100
400874386,Pacers,, ,,47.1%,37.5%,77.8%,,,,,,,,,,
400874387,Pacers,M. Turner,PF,35,7-10,0-0,0-0,2,6,8,1,0,3,3,4,+9,14
400874387,Pacers,P. George,SF,41,11-19,5-11,12-12,1,7,8,8,2,1,3,4,+15,39
400874387,Pacers,I. Mahinmi,C,19,1-2,0-0,2-2,2,4,6,0,0,0,2,4,-9,4
400874387,Pacers,G. Hill,PG,34,5-9,4-7,1-1,0,2,2,3,1,1,0,3,+6,15
400874387,Pacers,M. Ellis,SG,33,3-10,0-2,2-2,0,4,4,3,2,0,2,3,+5,8
400874387,Pacers,L. Allen,PF,1,0-0,0-0,0-0,1,0,1,1,0,0,0,0,+3,0
400874387,Pacers,S. Hill,SF,30,3-4,3-3,2-2,1,5,6,0,0,0,0,4,-8,11
400874387,Pacers,C.J. Miles,SF,17,2-8,1-5,0-0,0,4,4,1,0,0,0,1,-19,5
400874387,Pacers,T. Lawson,PG,7,0-1,0-0,1-2,0,0,0,0,0,0,1,2,-18,1
400874387,Pacers,R. Stuckey,PG,22,1-10,0-1,0-2,1,1,2,5,0,0,3,1,+1,2
400874387,Pacers,J. Hill,C,,,,,,,,,,,,,,
400874387,Pacers,J. Young,PG,,,,,,,,,,,,,,
400874387,Pacers,G. Robinson III,SG,,,,,,,,,,,,,,
400874387,Pacers,TE,AM,,33-73,13-29,20-23,8,33,41,22,5,5,14,26,,99
400874387,Pacers,, ,,45.2%,44.8%,87.0%,,,,,,,,,,
400874387,Raptors,P. Patterson,PF,26,3-10,1-4,0-0,0,2,2,1,0,0,1,1,-20,7
400874387,Raptors,D. Carroll,SF,26,1-3,0-1,3-4,1,2,3,0,2,0,0,4,-11,5
400874387,Raptors,J. Valanciunas,C,23,5-8,0-0,1-3,3,2,5,2,1,2,4,0,-6,11
400874387,Raptors,K. Lowry,PG,37,3-11,1-5,7-8,1,3,4,5,1,0,0,4,+7,14
400874387,Raptors,D. DeRozan,SG,40,10-22,2-4,12-13,1,2,3,2,1,0,1,3,+5,34
400874387,Raptors,T. Ross,SF,14,1-6,1-6,0-0,0,1,1,0,0,0,0,3,+2,3
400874387,Raptors,B. Biyombo,C,24,3-5,0-0,4-4,4,12,16,1,0,0,1,1,+10,10
400874387,Raptors,C. Joseph,PG,23,3-6,1-2,1-1,2,1,3,1,2,1,0,1,+12,8
400874387,Raptors,N. Powell,SG,28,4-11,0-4,2-2,0,4,4,0,2,0,0,1,+16,10
400874387,Raptors,L. Scola,PF,,,,,,,,,,,,,,
400874387,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874387,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400874387,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400874387,Raptors,TE,AM,,33-82,6-26,30-35,12,29,41,12,9,3,7,18,,102
400874387,Raptors,, ,,40.2%,23.1%,85.7%,,,,,,,,,,
400874389,Raptors,P. Patterson,PF,27,2-7,1-3,0-0,0,2,2,0,0,0,0,1,-8,5
400874389,Raptors,D. Carroll,SF,30,5-12,2-7,3-4,3,1,4,0,2,0,2,4,-3,15
400874389,Raptors,J. Valanciunas,C,26,5-9,0-0,4-6,4,5,9,0,2,2,2,5,-3,14
400874389,Raptors,K. Lowry,PG,39,4-14,1-7,1-2,0,5,5,10,2,0,4,3,-17,10
400874389,Raptors,D. DeRozan,SG,37,3-13,0-1,2-2,1,2,3,1,1,0,4,4,-14,8
400874389,Raptors,J. Thompson,PF,3,1-2,0-0,0-1,0,1,1,0,0,0,0,0,+8,2
400874389,Raptors,T. Ross,SF,13,3-7,2-4,1-2,1,1,2,0,0,2,0,0,-3,9
400874389,Raptors,B. Biyombo,C,19,1-3,0-0,0-0,5,5,10,0,1,1,0,2,-23,2
400874389,Raptors,C. Joseph,PG,25,4-6,3-3,4-6,1,1,2,2,1,0,2,3,-17,15
400874389,Raptors,D. Wright,PG,3,0-0,0-0,1-2,0,0,0,1,0,0,1,0,+8,1
400874389,Raptors,N. Powell,SG,19,1-6,0-4,0-0,0,2,2,0,0,0,1,1,-18,2
400874389,Raptors,L. Scola,PF,,,,,,,,,,,,,,
400874389,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874389,Raptors,TE,AM,,29-79,9-29,16-25,15,25,40,14,9,5,16,23,,83
400874389,Raptors,, ,,36.7%,31.0%,64.0%,,,,,,,,,,
400874389,Pacers,M. Turner,PF,33,6-11,0-0,3-3,3,6,9,0,1,4,3,5,+12,15
400874389,Pacers,P. George,SF,40,5-14,1-5,10-10,3,8,11,6,2,1,2,4,+22,21
400874389,Pacers,I. Mahinmi,C,30,5-8,0-0,2-4,2,2,4,1,2,2,1,3,+17,12
400874389,Pacers,G. Hill,PG,34,2-8,1-2,7-8,1,4,5,4,1,0,3,0,+14,12
400874389,Pacers,M. Ellis,SG,29,6-12,1-5,1-1,1,0,1,5,4,0,4,3,+6,14
400874389,Pacers,L. Allen,PF,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-9,0
400874389,Pacers,S. Hill,SF,24,3-5,3-4,0-0,0,3,3,1,1,0,0,4,+32,9
400874389,Pacers,C.J. Miles,SF,7,2-8,0-2,0-0,2,2,4,0,0,0,0,0,-1,4
400874389,Pacers,J. Hill,C,3,0-1,0-0,0-0,0,1,1,0,0,0,0,0,-10,0
400874389,Pacers,T. Lawson,PG,10,2-3,0-1,0-0,0,3,3,0,0,0,0,2,-4,4
400874389,Pacers,J. Young,PG,3,1-2,0-0,0-0,0,0,0,0,0,0,1,2,-9,2
400874389,Pacers,R. Stuckey,PG,20,3-4,2-3,0-0,0,3,3,4,1,0,0,2,+29,8
400874389,Pacers,G. Robinson III,SG,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-9,0
400874389,Pacers,TE,AM,,35-76,8-22,23-26,12,32,44,21,12,7,14,25,,101
400874389,Pacers,, ,,46.1%,36.4%,88.5%,,,,,,,,,,
400874411,Pacers,M. Turner,PF,29,2-11,0-0,0-0,0,6,6,0,0,4,0,2,-12,4
400874411,Pacers,P. George,SF,46,8-18,4-7,6-6,1,11,12,1,3,0,7,4,-3,26
400874411,Pacers,I. Mahinmi,C,28,3-5,0-0,0-0,1,3,4,1,0,1,2,3,-3,6
400874411,Pacers,G. Hill,PG,40,8-11,3-4,0-0,1,0,1,2,1,0,1,3,-1,19
400874411,Pacers,M. Ellis,SG,37,7-14,1-4,0-0,1,3,4,7,0,0,3,1,-7,15
400874411,Pacers,S. Hill,SF,34,2-5,0-1,0-0,0,5,5,0,0,0,0,3,+6,4
400874411,Pacers,C.J. Miles,SF,6,0-2,0-2,0-0,0,3,3,0,0,0,0,1,-1,0
400874411,Pacers,T. Lawson,PG,5,0-1,0-0,1-2,1,0,1,1,0,0,0,0,-1,1
400874411,Pacers,R. Stuckey,PG,15,4-6,1-1,0-0,0,2,2,0,1,0,0,0,-3,9
400874411,Pacers,L. Allen,PF,,,,,,,,,,,,,,
400874411,Pacers,J. Hill,C,,,,,,,,,,,,,,
400874411,Pacers,J. Young,PG,,,,,,,,,,,,,,
400874411,Pacers,G. Robinson III,SG,,,,,,,,,,,,,,
400874411,Pacers,TE,AM,,34-73,9-19,7-8,5,33,38,12,5,5,13,17,,84
400874411,Pacers,, ,,46.6%,47.4%,87.5%,,,,,,,,,,
400874411,Raptors,P. Patterson,PF,23,4-9,3-5,0-0,2,2,4,3,0,0,0,0,+11,11
400874411,Raptors,D. Carroll,SF,37,1-6,1-4,0-0,2,2,4,1,2,2,1,0,+5,3
400874411,Raptors,J. Valanciunas,C,28,4-10,0-0,2-2,6,9,15,1,0,1,1,3,-2,10
400874411,Raptors,K. Lowry,PG,37,5-14,0-4,1-2,2,2,4,9,1,0,3,2,+0,11
400874411,Raptors,D. DeRozan,SG,40,10-32,1-5,9-9,0,5,5,2,3,2,1,2,+5,30
400874411,Raptors,T. Ross,SF,5,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-1,0
400874411,Raptors,B. Biyombo,C,20,1-3,0-0,1-4,4,7,11,0,0,0,0,3,+7,3
400874411,Raptors,C. Joseph,PG,27,4-8,0-1,0-0,1,2,3,4,0,1,2,1,+0,8
400874411,Raptors,N. Powell,SG,23,5-6,3-4,0-0,1,2,3,1,1,1,0,1,+0,13
400874411,Raptors,L. Scola,PF,,,,,,,,,,,,,,
400874411,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874411,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400874411,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400874411,Raptors,TE,AM,,34-89,8-24,13-17,18,31,49,21,7,7,8,12,,89
400874411,Raptors,, ,,38.2%,33.3%,76.5%,,,,,,,,,,
400875890,Heat,J. Johnson,SF,42,7-19,0-2,2-3,3,4,7,2,2,0,1,2,+5,16
400875890,Heat,L. Deng,SF,39,4-9,2-2,0-0,2,2,4,3,4,0,5,1,-1,10
400875890,Heat,H. Whiteside,C,39,3-7,0-0,3-6,2,15,17,0,2,1,0,3,+8,9
400875890,Heat,G. Dragic,PG,41,10-20,3-4,3-5,0,6,6,2,0,0,3,2,+15,26
400875890,Heat,D. Wade,SG,37,10-21,1-1,3-3,0,6,6,4,3,2,3,2,-4,24
400875890,Heat,U. Haslem,PF,6,1-1,0-0,0-0,1,1,2,0,0,0,1,0,-9,2
400875890,Heat,A. Stoudemire,PF,8,2-2,0-0,0-0,0,1,1,0,0,0,0,0,+5,4
400875890,Heat,G. Green,SF,7,0-2,0-0,0-0,1,1,2,1,0,1,0,0,+0,0
400875890,Heat,J. Winslow,SF,22,0-2,0-0,0-0,2,3,5,0,0,0,2,3,+0,0
400875890,Heat,J. Richardson,SG,24,3-6,2-2,3-4,0,2,2,0,1,0,2,4,+11,11
400875890,Heat,J. McRoberts,PF,,,,,,,,,,,,,,
400875890,Heat,D. Wright,SF,,,,,,,,,,,,,,
400875890,Heat,T. Johnson,SG,,,,,,,,,,,,,,
400875890,Heat,TE,AM,,40-89,8-11,14-21,11,41,52,12,12,4,17,17,,102
400875890,Heat,, ,,44.9%,72.7%,66.7%,,,,,,,,,,
400875890,Raptors,D. Carroll,SF,37,4-7,2-4,0-0,0,4,4,0,2,1,2,5,-4,10
400875890,Raptors,J. Valanciunas,C,41,10-16,0-0,4-4,0,14,14,3,2,3,1,2,+10,24
400875890,Raptors,K. Lowry,PG,43,3-13,1-7,0-0,1,3,4,6,3,0,3,5,+7,7
400875890,Raptors,D. DeRozan,SG,42,9-22,0-0,4-6,0,6,6,4,1,0,2,2,-5,22
400875890,Raptors,N. Powell,SG,22,1-5,0-1,0-0,0,2,2,2,1,0,1,3,-6,2
400875890,Raptors,P. Patterson,PF,18,1-4,0-2,0-0,0,3,3,1,0,0,1,2,-10,2
400875890,Raptors,T. Ross,SF,27,7-13,2-7,3-5,1,1,2,1,1,2,2,0,-5,19
400875890,Raptors,B. Biyombo,C,12,0-0,0-0,0-0,1,2,3,0,0,0,1,2,-13,0
400875890,Raptors,C. Joseph,PG,23,5-9,0-0,0-0,1,2,3,2,0,0,2,4,-4,10
400875890,Raptors,L. Scola,PF,,,,,,,,,,,,,,
400875890,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400875890,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400875890,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400875890,Raptors,TE,AM,,40-89,5-21,11-15,4,37,41,19,10,6,15,25,,96
400875890,Raptors,, ,,44.9%,23.8%,73.3%,,,,,,,,,,
400875891,Heat,J. Johnson,SF,41,8-22,0-6,1-1,0,6,6,4,0,0,0,4,-2,17
400875891,Heat,L. Deng,SF,42,5-9,2-4,0-0,3,3,6,0,2,1,1,1,+0,12
400875891,Heat,H. Whiteside,C,39,5-7,0-0,3-5,4,8,12,1,3,3,4,4,-10,13
400875891,Heat,G. Dragic,PG,35,8-12,2-2,2-2,1,3,4,4,0,1,4,5,-9,20
400875891,Heat,D. Wade,SG,38,7-17,1-1,2-4,0,6,6,3,0,0,5,0,-4,17
400875891,Heat,U. Haslem,PF,9,1-2,0-0,0-0,0,2,2,0,0,1,2,1,+7,2
400875891,Heat,A. Stoudemire,PF,4,0-1,0-0,0-0,0,0,0,0,1,0,1,1,-6,0
400875891,Heat,G. Green,SF,16,2-3,0-0,0-0,0,2,2,0,0,0,0,2,+8,4
400875891,Heat,J. Winslow,SF,14,1-2,0-0,0-0,1,2,3,1,0,0,2,0,-12,2
400875891,Heat,J. Richardson,SG,27,2-4,0-1,1-1,0,4,4,1,0,1,2,3,+8,5
400875891,Heat,J. McRoberts,PF,,,,,,,,,,,,,,
400875891,Heat,D. Wright,SF,,,,,,,,,,,,,,
400875891,Heat,T. Johnson,SG,,,,,,,,,,,,,,
400875891,Heat,TE,AM,,39-79,5-14,9-13,9,36,45,14,6,7,21,21,,92
400875891,Heat,, ,,49.4%,35.7%,69.2%,,,,,,,,,,
400875891,Raptors,D. Carroll,SF,40,7-13,3-6,4-6,2,3,5,1,4,0,0,4,+4,21
400875891,Raptors,J. Valanciunas,C,38,7-9,0-0,1-2,6,6,12,2,3,1,2,1,+17,15
400875891,Raptors,K. Lowry,PG,47,7-22,1-7,3-6,1,3,4,6,3,0,4,3,+10,18
400875891,Raptors,D. DeRozan,SG,42,9-24,0-0,2-8,2,6,8,1,3,0,0,1,+9,20
400875891,Raptors,N. Powell,SG,9,0-4,0-1,2-2,0,0,0,0,1,0,0,3,-19,2
400875891,Raptors,J. Johnson,PF,5,0-0,0-0,0-0,0,1,1,0,0,0,0,1,+2,0
400875891,Raptors,P. Patterson,PF,17,1-3,0-2,0-0,1,1,2,0,0,0,0,1,-7,2
400875891,Raptors,T. Ross,SF,28,5-11,0-2,0-0,0,2,2,0,1,0,0,0,-1,10
400875891,Raptors,B. Biyombo,C,14,0-0,0-0,0-0,0,3,3,0,0,0,1,2,-5,0
400875891,Raptors,C. Joseph,PG,26,3-7,0-0,2-2,1,1,2,4,0,0,2,5,+10,8
400875891,Raptors,L. Scola,PF,,,,,,,,,,,,,,
400875891,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400875891,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400875891,Raptors,TE,AM,,39-93,4-18,14-26,13,26,39,14,15,1,9,21,,96
400875891,Raptors,, ,,41.9%,22.2%,53.8%,,,,,,,,,,
400875892,Raptors,P. Patterson,PF,36,3-4,2-3,1-1,0,3,3,1,1,0,0,1,+13,9
400875892,Raptors,D. Carroll,SF,38,2-9,1-3,1-2,0,5,5,3,0,0,0,3,+13,6
400875892,Raptors,J. Valanciunas,C,22,7-12,0-0,2-5,3,9,12,1,1,0,2,2,+12,16
400875892,Raptors,K. Lowry,PG,41,11-19,5-8,6-6,0,2,2,2,1,0,4,4,+8,33
400875892,Raptors,D. DeRozan,SG,40,6-17,0-0,7-8,1,5,6,5,0,0,2,1,+13,19
400875892,Raptors,L. Scola,PF,5,0-2,0-2,0-0,0,0,0,0,0,0,0,3,-13,0
400875892,Raptors,T. Ross,SF,19,2-3,0-1,1-2,0,2,2,1,1,0,4,2,-11,5
400875892,Raptors,B. Biyombo,C,12,0-0,0-0,3-4,2,3,5,0,0,0,0,1,-4,3
400875892,Raptors,C. Joseph,PG,23,2-4,0-1,0-0,0,0,0,3,0,0,1,5,-8,4
400875892,Raptors,N. Powell,SG,4,0-0,0-0,0-0,0,0,0,0,1,0,0,0,-3,0
400875892,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400875892,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400875892,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400875892,Raptors,TE,AM,,33-70,8-18,21-28,6,29,35,16,5,0,13,22,,95
400875892,Raptors,, ,,47.1%,44.4%,75.0%,,,,,,,,,,
400875892,Heat,J. Johnson,SF,37,4-11,0-2,2-2,0,6,6,2,0,0,1,1,-15,10
400875892,Heat,L. Deng,SF,39,2-6,0-2,0-0,0,2,2,0,2,1,0,4,+5,4
400875892,Heat,H. Whiteside,C,8,2-2,0-0,2-2,0,0,0,0,0,0,0,0,-5,6
400875892,Heat,G. Dragic,PG,29,5-14,0-3,2-2,1,2,3,1,0,0,5,5,-2,12
400875892,Heat,D. Wade,SG,36,13-25,4-6,8-8,1,7,8,4,0,0,1,1,-8,38
400875892,Heat,J. McRoberts,PF,13,0-2,0-1,4-4,3,1,4,1,2,1,1,3,+8,4
400875892,Heat,U. Haslem,PF,22,4-7,0-0,0-1,3,4,7,2,0,0,0,4,-3,8
400875892,Heat,A. Stoudemire,PF,4,0-1,0-0,0-0,0,0,0,0,0,0,0,1,-4,0
400875892,Heat,G. Green,SF,21,3-7,0-2,2-3,0,4,4,0,3,0,0,3,+4,8
400875892,Heat,J. Richardson,SG,30,0-2,0-2,1-2,0,4,4,1,1,0,1,2,+0,1
400875892,Heat,J. Winslow,SF,,,,,,,,,,,,,,
400875892,Heat,D. Wright,SF,,,,,,,,,,,,,,
400875892,Heat,T. Johnson,SG,,,,,,,,,,,,,,
400875892,Heat,TE,AM,,33-77,4-18,21-24,8,30,38,11,8,2,9,24,,91
400875892,Heat,, ,,42.9%,22.2%,87.5%,,,,,,,,,,
400874342,Rockets,T. Ariza,SF,36,3-10,2-6,1-1,4,4,8,1,4,0,2,2,-23,9
400874342,Rockets,D. Howard,C,30,5-10,0-0,4-11,1,10,11,1,1,1,5,5,-16,14
400874342,Rockets,P. Beverley,PG,20,1-7,0-3,0-0,1,2,3,3,1,0,0,4,-10,2
400874342,Rockets,C. Brewer,SG,28,1-8,0-3,1-2,1,4,5,6,0,1,2,3,-6,3
400874342,Rockets,J. Harden,SG,32,7-19,3-5,0-0,1,2,3,2,1,0,6,4,-27,17
400874342,Rockets,D. Motiejunas,PF,12,2-3,0-0,4-6,0,2,2,0,0,0,3,2,-4,8
400874342,Rockets,C. Capela,PF,18,1-4,0-0,1-3,4,8,12,0,1,1,1,2,-10,3
400874342,Rockets,M. Beasley,SF,6,1-2,0-0,0-0,1,0,1,1,0,0,1,2,-11,2
400874342,Rockets,J. Smith,C,8,3-4,1-2,0-0,0,0,0,1,0,0,2,1,-1,7
400874342,Rockets,A. Goudelock,PG,6,1-2,0-1,0-0,0,1,1,0,0,0,2,0,-1,2
400874342,Rockets,K.J. McDaniels,SG,20,2-9,0-1,0-0,0,4,4,0,0,2,0,1,+4,4
400874342,Rockets,J. Terry,SG,24,3-6,0-1,1-1,0,1,1,1,2,1,0,2,-25,7
400874342,Rockets,M. Harrell,PF,,,,,,,,,,,,,,
400874342,Rockets,TE,AM,,30-84,6-22,12-24,13,38,51,16,10,6,24,28,,78
400874342,Rockets,, ,,35.7%,27.3%,50.0%,,,,,,,,,,
400874342,Warriors,D. Green,PF,33,5-12,1-3,1-3,2,8,10,4,2,4,1,5,+28,12
400874342,Warriors,H. Barnes,SF,32,3-12,0-2,1-2,4,3,7,2,1,0,0,0,+6,7
400874342,Warriors,A. Bogut,C,16,1-1,0-0,0-0,1,6,7,2,1,1,0,5,+15,2
400874342,Warriors,S. Curry,PG,20,8-13,5-7,3-3,1,6,7,2,3,0,4,0,+28,24
400874342,Warriors,K. Thompson,SG,33,4-14,2-6,6-6,2,3,5,4,1,0,2,2,+22,16
400874342,Warriors,A. Varejao,PF,7,0-0,0-0,0-0,1,0,1,0,0,0,0,0,-9,0
400874342,Warriors,B. Rush,SF,3,0-2,0-2,0-0,0,0,0,0,0,0,0,0,+1,0
400874342,Warriors,A. Iguodala,SF,27,1-6,0-1,0-2,0,1,1,7,0,0,2,3,+23,2
400874342,Warriors,M. Speights,C,15,5-11,0-2,2-2,1,4,5,1,0,0,2,2,+15,12
400874342,Warriors,F. Ezeli,C,11,4-5,0-0,0-2,3,3,6,1,0,1,3,2,+1,8
400874342,Warriors,S. Livingston,PG,25,3-8,0-0,3-4,0,3,3,3,1,1,1,2,+1,9
400874342,Warriors,I. Clark,SG,4,1-2,1-1,0-0,0,0,0,0,1,0,0,1,-5,3
400874342,Warriors,L. Barbosa,SG,16,4-5,1-1,0-0,0,1,1,0,0,0,0,0,+4,9
400874342,Warriors,TE,AM,,39-91,10-25,16-24,15,38,53,26,10,7,15,22,,104
400874342,Warriors,, ,,42.9%,40.0%,66.7%,,,,,,,,,,
400874344,Rockets,D. Motiejunas,PF,15,3-10,0-1,1-3,3,0,3,1,0,0,2,2,-3,7
400874344,Rockets,T. Ariza,SF,39,3-10,1-5,0-0,1,4,5,1,2,0,3,2,-15,7
400874344,Rockets,D. Howard,C,35,5-7,0-0,2-4,5,5,10,4,1,2,3,6,-22,12
400874344,Rockets,P. Beverley,PG,33,3-8,1-1,6-6,1,6,7,2,0,2,0,4,-9,13
400874344,Rockets,J. Harden,SG,40,7-19,1-8,13-15,0,2,2,11,0,1,5,5,-10,28
400874344,Rockets,C. Capela,PF,6,1-1,0-0,0-0,1,1,2,0,0,0,0,0,+0,2
400874344,Rockets,M. Beasley,SF,12,5-9,0-0,0-1,1,4,5,0,0,0,3,2,+13,10
400874344,Rockets,J. Smith,C,18,3-5,3-4,0-0,0,1,1,1,1,0,2,5,-9,9
400874344,Rockets,K.J. McDaniels,SG,1,1-1,1-1,0-0,0,0,0,0,0,0,0,1,+4,3
400874344,Rockets,C. Brewer,SG,10,0-1,0-0,2-2,0,0,0,1,0,0,1,4,+9,2
400874344,Rockets,J. Terry,SG,30,4-8,3-5,2-2,0,2,2,0,0,0,0,3,-3,13
400874344,Rockets,T. Jones,PF,,,,,,,,,,,,,,
400874344,Rockets,M. Harrell,PF,,,,,,,,,,,,,,
400874344,Rockets,TE,AM,,35-79,10-25,26-33,12,25,37,21,4,5,19,34,,106
400874344,Rockets,, ,,44.3%,40.0%,78.8%,,,,,,,,,,
400874344,Warriors,D. Green,PF,39,4-12,0-2,4-6,4,10,14,8,2,1,0,2,+9,12
400874344,Warriors,H. Barnes,SF,33,1-10,0-3,4-4,1,4,5,1,1,1,1,4,+10,6
400874344,Warriors,A. Bogut,C,27,5-6,0-0,0-2,5,2,7,2,1,3,2,2,+23,10
400874344,Warriors,S. Livingston,PG,29,7-9,0-0,2-4,1,1,2,6,2,0,2,2,+19,16
400874344,Warriors,K. Thompson,SG,37,8-20,3-8,15-16,1,2,3,5,1,0,4,4,+16,34
400874344,Warriors,B. Rush,SF,13,0-1,0-1,0-0,0,2,2,0,0,0,0,2,-17,0
400874344,Warriors,A. Iguodala,SF,33,7-10,4-6,0-2,0,3,3,3,2,1,1,2,-1,18
400874344,Warriors,F. Ezeli,C,3,1-2,0-0,2-4,0,1,1,0,0,0,0,0,-5,4
400874344,Warriors,M. Speights,C,11,4-6,1-1,0-0,1,1,2,1,0,0,1,3,-2,9
400874344,Warriors,I. Clark,SG,3,0-0,0-0,0-0,0,0,0,0,0,0,0,1,+0,0
400874344,Warriors,L. Barbosa,SG,13,3-5,0-2,0-0,0,0,0,1,1,0,1,2,-7,6
400874344,Warriors,A. Varejao,PF,,,,,,,,,,,,,,
400874344,Warriors,J. McAdoo,SF,,,,,,,,,,,,,,
400874344,Warriors,TE,AM,,40-81,8-23,27-38,13,26,39,27,10,6,12,24,,115
400874344,Warriors,, ,,49.4%,34.8%,71.1%,,,,,,,,,,
400874346,Warriors,D. Green,PF,37,3-9,0-2,3-6,0,7,7,7,1,0,7,5,-7,9
400874346,Warriors,H. Barnes,SF,24,3-7,1-3,2-2,0,2,2,2,0,0,1,0,-7,9
400874346,Warriors,A. Bogut,C,15,1-2,0-0,0-0,1,3,4,1,0,2,0,4,-11,2
400874346,Warriors,S. Livingston,PG,30,6-13,0-0,4-4,1,4,5,3,3,0,1,3,+5,16
400874346,Warriors,K. Thompson,SG,40,7-20,0-7,3-5,1,7,8,2,2,0,1,2,-7,17
400874346,Warriors,J. McAdoo,SF,8,0-0,0-0,1-2,0,4,4,0,0,2,0,0,-2,1
400874346,Warriors,A. Iguodala,SF,33,2-5,1-3,2-2,2,2,4,3,0,1,0,0,+10,7
400874346,Warriors,F. Ezeli,C,4,1-4,0-0,0-0,3,0,3,0,0,0,1,2,-8,2
400874346,Warriors,M. Speights,C,18,7-11,3-6,5-6,0,4,4,0,0,1,1,2,+17,22
400874346,Warriors,I. Clark,SG,21,4-7,1-3,2-2,0,1,1,5,0,0,1,4,+10,11
400874346,Warriors,L. Barbosa,SG,10,0-1,0-1,0-0,0,1,1,0,0,0,1,1,-5,0
400874346,Warriors,A. Varejao,PF,,,,,,,,,,,,,,
400874346,Warriors,B. Rush,SF,,,,,,,,,,,,,,
400874346,Warriors,TE,AM,,34-79,6-25,22-29,8,35,43,23,6,6,14,23,,96
400874346,Warriors,, ,,43.0%,24.0%,75.9%,,,,,,,,,,
400874346,Rockets,D. Motiejunas,PF,31,5-11,2-3,2-2,5,8,13,2,2,1,3,4,+3,14
400874346,Rockets,T. Ariza,SF,42,3-12,1-6,0-0,1,4,5,1,3,1,3,4,+7,7
400874346,Rockets,D. Howard,C,33,6-9,0-0,1-6,6,7,13,2,1,2,2,3,+6,13
400874346,Rockets,P. Beverley,PG,33,4-12,2-4,0-0,0,6,6,3,0,0,1,3,+5,10
400874346,Rockets,J. Harden,SG,44,11-26,4-14,9-11,2,6,8,9,2,0,4,3,+5,35
400874346,Rockets,C. Capela,PF,5,0-1,0-0,0-0,1,1,2,0,0,0,1,2,-1,0
400874346,Rockets,M. Beasley,SF,21,5-10,0-2,2-2,1,4,5,0,1,0,1,2,-10,12
